,News,All,SVO
0,20130115_10,期貨市場交易量年衰逾14% 期交所去年EPS 6.78元仍居冠期交所今(15)日舉行年終記者會，儘管去(2012)年因全球金融市場動盪，與證所稅議題干擾，期貨市場交易量年衰逾14%，但董事長范志強表示，期交所全年自結稅後每股純益(EPS)達6.78元，仍為證券周邊單位之冠。范志強表示，由於未如前(2011)年全球金融市場大震盪而出現較大避險需求之故，去年全球期貨市場交易量較前年衰退15.2% (依FOW TradeData最新統計)，但國內證券市場則受證所稅事件影響衰退23%，而儘管有國內外不利金融因素的雙重衝擊，去年臺灣期貨市場交易量為1億5673萬1912口，僅年衰退14.35%，交易表現皆優於全球期貨市場、國內現貨市場。范志強分析去年臺灣期貨市場得以於逆勢中穩定發展的原因，他說，主要包括：第一、於年內全力調整股票期貨相關交易制度及積極推廣宣導獲得成效，股票期貨年度交易量大增近9成，對整體市場成長率貢獻近3%；第二、11月14日實施臺指選擇權加掛一週到期契約新制，新制上線後交易量驟增3成，致平均全年對期貨市場去年成長率貢獻近4%，且預期對今年將持續產生重大成長貢獻；第三、實施鉅額交易、調整造市者制度、積極宣導推廣及系統效能提升增加交易意願等相關措施獲致成效，對整體市場成長率貢獻亦近2%。范志強強調，此3大因素的努力合計對整體期獲市場的貢獻度近9%，是期貨市場交易量下滑幅度得以較現貨市場少的原因。期交所因去年期貨交易量下滑，營收相對減少，但期交所積極開源並提高資金運用效率，利息收入大幅成長，全年實際利息收入年成長高達25.97%，有效挹注整體營收及獲利，另淨費用率亦持續減少，讓期交所全年自結稅後每股純益達6.78元，為證券周邊單位之冠。,"[['6.78元', '居', '冠期'], ['仍', '居', '冠期'], ['期貨市場交易量', '年衰逾', '14%'], ['董事長範志強', '表示', '爲證券周邊單位冠'], ['EPS', '達', '6.78元'], ['範志強', '表示', '國內證券市場受所稅事件影響衰退23%'], ['而', '出現', '避險需求'], ['國內證券市場', '受', '所稅事件影響衰退23%'], ['所稅事件', '影響', '衰退23%'], ['國內外', '不利', '金融因素'], ['交易表現', '優於', '全球期貨市場'], ['範志強', '分析', '期貨市場得以於發展原因'], ['期貨市場', '得以於', '發展原因'], ['他', '說', '包括'], ['實施臺指選擇權', '加', '到期契約'], ['、', '實施', '鉅額交易'], ['對貢獻度', '近', '9%'], ['近', '是', '下滑幅度得以少原因'], ['下滑幅度', '得以', '少'], ['下滑幅度', '得以', '少'], ['每股', '純益達', '6.78元']]"
0,20130115_11,台灣晶技去年營收獲利同創新高 每股稅前賺4.23元台灣晶技()在2012年下半年以來受市場的需求湧現推升其全年營收及獲利創新高，台灣晶技今天並公布其全年自結財務數字，台灣晶技2012年全年稅前盈餘13.1億元，每股稅前盈餘達4.23元。同時，台灣晶技的手機用頻率元件已打入韓國三星的智慧型手機供應鏈，在未來Android陣營中，三星手機出貨在2013年也訂下高成長的目標，這對於通吃宏達電()、蘋果及三星手機頻率元件的台灣晶技則呈現有利局面，也讓台灣晶技積極擴充在台的小型化元件生產線。而其在重慶設立的新廠今年進入完工啟用階段，有助於台灣晶技就地承接包括仁寶()、緯創()、廣達()等NB代工廠頻率元件訂單。台灣晶技2012年合併營收超過109億元創新高，台灣晶技並且在爭取進入全球頻率元件的前3名地位；同時，台灣晶技將發行8億元的可轉換公司債(CB)，預計在本周成訂價，並且在1月下旬完成此一市場籌資的動作。台灣晶技董事會決議發行8億元CB籌資，其中有4億元將投資於台灣平鎮廠在小型化石英元件及高階TCXO等高附加價值產品的產能擴充；將鞏固其在全球頻率元件廠排名的地位。,"[['臺灣晶技', '公佈', '結財務數字'], ['臺灣晶技手機', '打入', '手機供應鏈'], ['對於', '通喫', ')宏達電'], ['這', '呈', '現有利局面'], ['新廠', '進入', '啓用階段'], ['臺灣晶技', '承接', '包括頻率元件訂單'], ['2012年合併營收', '超過', '臺灣晶技'], ['2012年合併營收', '超過在', '前3名地位'], ['在', '爭取', '進入全球頻率元件'], ['臺灣晶技', '發行', '8億元可轉換公司債CB'], ['晶技董事會', '決議', '發行8億元CB籌資'], ['4億元', '投資於', '臺灣平鎮廠']]"
0,20130115_12,7800失守！外資賣超37億元 大砍鴻海5萬張 台指空軍發追殺令美股漲跌互見，不過蘋果重挫3.5%卻跨海波及台股，台股開低走低，外資趁勢摜壓電子蘋果派，以下跌58.95點，以7765.02點作收，成交值放大至913.88億元。外資今天賣超台股37.79億元，果然大砍鴻海達5.1萬張，在貨部分，空軍也發出追殺令，追空1000多口，淨空單增至5600多口。投信賣超12.78億元，自營商賣超11.38億元，三大法人共賣超61.95億元。外資買超寶滬深1.5萬張、永豐金1.2萬張、開發金1萬多張，旺宏、仁寶、玉山金各4000多張，聯強、中華電、聯電各3000多張。高價股中，買超聯發科1489張。外資賣超鴻海5.1萬張、友達1.5萬張，遠傳7000多張，台新金5000多張，可成、富邦金各4000多張，新光金、宏碁、群創、華夏各逾3000張，高價股中，賣超TPK達1306張。投信買超華邦電8500多張、聯強3000多張，義隆、冠德各2000多張，奇美材、智易、基泰、中鋼、綠能、群光各逾1000張。投信賣超可成6000多張，鴻海3000多張，友達、日月光各2000張，F-臻鼎、華夏、新日光、遠東新各逾1000張。自營商買超中信金1800多張，仁寶、開發金、玉山金、友達各逾700張。自營商賣超聯電3000多張、台灣50達2000多張，FB上證、永豐金、華航、中纖、第一金、聯詠、寶滬深、日月光、中環各逾1000張。以價量關係來看，台股今天帶量收黑，且一舉摜破5日與10日均線，雖然台股5日、10日均線仍持續往上，但如未能儘速站回，隨明日結算，外資依舊偏空，指數回測月線的壓力將大增。以類股來看，台股表現最弱勢的仍是電子，解鈴還需繫鈴人，電子如未能儘速回神，也擔心將繼續拖累指數。,"[['5萬張臺指空軍發', '追殺令', '漲跌'], ['蘋果', '重挫', '臺股'], ['空軍', '發出', '追殺令'], ['淨空單', '增至', '5600多口'], ['新光金', '逾', '3000張'], ['超', 'TPK達', '1306張'], ['奇美材', '逾', '1000張'], ['投信賣超', '成', '6000多張'], ['F臻鼎', '逾', '1000張'], ['自營商', '買', '1800多張中信金'], ['仁寶', '逾', '700張'], ['臺灣', '50達', '2000多張'], ['帶量', '收', '黑'], ['弱勢的', '仍是', '電子'], ['解鈴', '系', '鈴人']]"
0,20130115_13,7800失守！外資賣超37億元 大砍鴻海5萬張 台指空軍發追殺令美股漲跌互見，不過蘋果重挫3.5%卻跨海波及台股，台股開低走低，外資趁勢摜壓電子蘋果派，以下跌58.95點，以7765.02點作收，成交值放大至913.88億元。外資今天賣超台股37.79億元，果然大砍鴻海達5.1萬張，在貨部分，空軍也發出追殺令，追空1000多口，淨空單增至5600多口。投信賣超12.78億元，自營商賣超11.38億元，三大法人共賣超61.95億元。外資買超寶滬深1.5萬張、永豐金1.2萬張、開發金1萬多張，旺宏、仁寶、玉山金各4000多張，聯強、中華電、聯電各3000多張。高價股中，買超聯發科1489張。外資賣超鴻海5.1萬張、友達1.5萬張，遠傳7000多張，台新金5000多張，可成、富邦金各4000多張，新光金、宏碁、群創、華夏各逾3000張，高價股中，賣超TPK達1306張。投信買超華邦電8500多張、聯強3000多張，義隆、冠德各2000多張，奇美材、智易、基泰、中鋼、綠能、群光各逾1000張。投信賣超可成6000多張，鴻海3000多張，友達、日月光各2000張，F-臻鼎、華夏、新日光、遠東新各逾1000張。自營商買超中信金1800多張，仁寶、開發金、玉山金、友達各逾700張。自營商賣超聯電3000多張、台灣50達2000多張，FB上證、永豐金、華航、中纖、第一金、聯詠、寶滬深、日月光、中環各逾1000張。以價量關係來看，台股今天帶量收黑，且一舉摜破5日與10日均線，雖然台股5日、10日均線仍持續往上，但如未能儘速站回，隨明日結算，外資依舊偏空，指數回測月線的壓力將大增。以類股來看，台股表現最弱勢的仍是電子，解鈴還需繫鈴人，電子如未能儘速回神，也擔心將繼續拖累指數。,"[['5萬張臺指空軍發', '追殺令', '漲跌'], ['蘋果', '重挫', '臺股'], ['空軍', '發出', '追殺令'], ['淨空單', '增至', '5600多口'], ['新光金', '逾', '3000張'], ['超', 'TPK達', '1306張'], ['奇美材', '逾', '1000張'], ['投信賣超', '成', '6000多張'], ['F臻鼎', '逾', '1000張'], ['自營商', '買', '1800多張中信金'], ['仁寶', '逾', '700張'], ['臺灣', '50達', '2000多張'], ['帶量', '收', '黑'], ['弱勢的', '仍是', '電子'], ['解鈴', '系', '鈴人']]"
0,20130115_14,京元電前2年匯兌收益1.67億元 日元貶有利購買測試機台IC測試京元電董事長李金恭今(15)日表示，儘管升值對IC封測業營運產生壓力，但京元電屬IC測試廠，受匯率波動影響較少，且內部在避險方面操作穩定，近兩年升值趨勢明顯，但京元電2011年與2012年仍產生匯兌收益，分別達7200多萬元與9500多萬元，合計1.67億元，近期持續貶值，反倒對京元電購買測試機台有利，因此對升值態度淡定看待。李金恭指出，IC測試廠受波動影響較少，因測試廠不像封測廠，有購買原料的壓力，測試廠成本多屬固定成本，僅有機台成本與人力需求支出，而京元電為降低這部分的影響，近年積極提升自製機台的比重，2012年自製機台比重約達15-20%，今年可望再向上攀升。財務長關鈞則表示，京元電在匯率操作上進行積極避險，因此2011年與2012年兩年中儘管升值壓力沉重，但京元電皆有匯兌收益，其中2011年有7200萬元，2012年有9500萬元，合計1.67億元，對升值壓力態度淡定。另外，近期貶值壓力重，李金恭則說，這是向日本廠商購買測試機台的好時機，可再使生產成本降低。關鈞強調，IC測試廠不像封裝廠有購買原料的壓力，因此受匯率波動影響較少，主要的成本集中在人力支出與機台設備，也因此京元電積極提升自製機台比重，去(2012)年比重約15-20%，今年可望再向上攀升，但主要還是要看客戶需求。,"[['IC測試京元電董事長李金恭', '表示', '京元電產生匯兌收益'], ['京元電屬IC測試廠', '受', '匯率波動影響'], ['京元電', '產生', '匯兌收益'], ['李金恭', '指出', '較少'], ['測試廠', '受', '波動影響'], ['測試廠', '像', '封測廠'], ['測試廠成本', '屬', '有機臺成本支出'], ['自制機臺比重', '約達', '1520%'], ['財務長關鈞', '表示', '京元電有匯兌收益'], ['京元電', '進行', '積極避險'], ['京元電', '有', '匯兌收益'], ['2011年', '有', '7200萬元'], ['2012年', '有', '9500萬元'], ['李金恭', '說', '這是購買測試機臺好時機'], ['這', '是', '購買測試機臺好時機'], ['日本廠商', '購買', '測試機臺'], ['關鈞', '強調', '較少'], ['IC測試廠', '像', '封裝廠有購買原料壓力'], ['封裝廠', '有', '購買原料壓力'], ['主要成本', '集中在', '人力支出'], ['，', '去', '年']]"
0,20130115_15,京元電前2年匯兌收益1.67億元 日元貶有利購買測試機台IC測試京元電董事長李金恭今(15)日表示，儘管升值對IC封測業營運產生壓力，但京元電屬IC測試廠，受匯率波動影響較少，且內部在避險方面操作穩定，近兩年升值趨勢明顯，但京元電2011年與2012年仍產生匯兌收益，分別達7200多萬元與9500多萬元，合計1.67億元，近期持續貶值，反倒對京元電購買測試機台有利，因此對升值態度淡定看待。李金恭指出，IC測試廠受波動影響較少，因測試廠不像封測廠，有購買原料的壓力，測試廠成本多屬固定成本，僅有機台成本與人力需求支出，而京元電為降低這部分的影響，近年積極提升自製機台的比重，2012年自製機台比重約達15-20%，今年可望再向上攀升。財務長關鈞則表示，京元電在匯率操作上進行積極避險，因此2011年與2012年兩年中儘管升值壓力沉重，但京元電皆有匯兌收益，其中2011年有7200萬元，2012年有9500萬元，合計1.67億元，對升值壓力態度淡定。另外，近期貶值壓力重，李金恭則說，這是向日本廠商購買測試機台的好時機，可再使生產成本降低。關鈞強調，IC測試廠不像封裝廠有購買原料的壓力，因此受匯率波動影響較少，主要的成本集中在人力支出與機台設備，也因此京元電積極提升自製機台比重，去(2012)年比重約15-20%，今年可望再向上攀升，但主要還是要看客戶需求。,"[['IC測試京元電董事長李金恭', '表示', '京元電產生匯兌收益'], ['京元電屬IC測試廠', '受', '匯率波動影響'], ['京元電', '產生', '匯兌收益'], ['李金恭', '指出', '較少'], ['測試廠', '受', '波動影響'], ['測試廠', '像', '封測廠'], ['測試廠成本', '屬', '有機臺成本支出'], ['自制機臺比重', '約達', '1520%'], ['財務長關鈞', '表示', '京元電有匯兌收益'], ['京元電', '進行', '積極避險'], ['京元電', '有', '匯兌收益'], ['2011年', '有', '7200萬元'], ['2012年', '有', '9500萬元'], ['李金恭', '說', '這是購買測試機臺好時機'], ['這', '是', '購買測試機臺好時機'], ['日本廠商', '購買', '測試機臺'], ['關鈞', '強調', '較少'], ['IC測試廠', '像', '封裝廠有購買原料壓力'], ['封裝廠', '有', '購買原料壓力'], ['主要成本', '集中在', '人力支出'], ['，', '去', '年']]"
0,20130115_16,京元電李金恭：年節照常生產出貨 Q2營運向上升溫IC測試京元電()董事長李金恭今(15)日表示，今年農曆年節依往例產線並不會休息，將持續生產出貨，其中僅除夕與初一兩日考量年節需求，讓員工可休假過年，因此會降低一半產線配置人力，約一半產線開工，初二開始就會全面恢復正常，而第 1 季他認為還是產業淡季，且客戶端持續修化庫存，預期第 2 季營運就會加溫，可望比第 1 季還好。李金恭表示，測試廠過年期間皆會照常出貨，京元電則考慮年節氣氛，會進行人力調配，預計除夕與初一會讓一半產線人力休假，其餘維持生產與出貨，初二後就會恢復正常，整體第 1 季仍是淡季循環中，第 2 季動能才會啟動，與往年的循環相同。景氣方面，李金恭則不願多談，對客戶庫存消化情況也低調不願表示意見，只希望客戶庫存可去化得快一點，但實際需求他並不清楚，而他也期待今年低價智慧型手機與平板電腦趨勢成型，有機會帶動半導體產業成長。另外，李金恭也說，京元電每年都會固定加薪，除了2001與2009年當年虧損，暫緩加薪動作，其餘每年平均都會加薪3至5%，今年也不例外，時間點是在 4 月 1 日就會加薪。匯率方面，李金恭則說，京元電每年都有很穩定的匯率操作，2011與2012年分別有9500與7200萬元的匯兌收益，因此並不擔心升值的壓力。,"[['15今日', '表示', '依往例產線休息'], ['李金恭', '表示', '測試廠出貨'], ['京元電則', '考慮', '年節氣氛'], [' 季', '仍是', '淡季循環中'], ['李金恭', '不願', '談'], ['他', '清楚', '實際需求'], ['他', '期待', '趨勢成型'], ['李金恭', '說', '加薪'], ['加薪', '至', '5%'], ['時間點', '是', '加薪'], ['李金恭', '說', '京元電有匯率操作'], ['京元電', '有', '匯率操作'], ['2011', '有', '匯兌收益']]"
0,20130115_17,陳朝燈：今年台股企業獲利成長15-20% 留意面板、手機鏡頭族群施羅德投信投資長陳朝燈預估，今(2013)年台股企業獲利可望有15%-20%的成長，剛好可弭平去(2012)年獲利衰退，回到2011年水準。他建議，今年電子股布局不宜過度「重押」蘋果供應鏈，建議朝「價值提升型」的面板、手機鏡頭相關產業布局為宜。施羅德投信指出，台股投資重點則可聚焦「智慧型裝置」、「政策加持」、「品牌通路」以及「兩岸相關」四大重點。陳朝燈進一步指出，觀察經濟數據表現，顯示景氣已有漸回溫趨勢，包括半導體、晶片、面板等外銷訂單也較2011年同期連續3個月正成長，反映工業生產逐漸恢復，至2012年11月底年增率達5.85%，在正面數據的激勵下，加上台股目前評價處於均值附近，包括電子、傳產等產業已出現強烈買進訊號。進一步觀察，包括智慧型裝置、政策加持、品牌通路與兩岸競合契機等均是值得留意的投資標的。陳朝燈說，以智慧型裝置為例，應關注新產品與創新規格，包括4G核心行動裝置、5吋以上大型手機及60吋以上大電視等。至於科技產業，陳朝燈認為，目前進入蘋果、微軟、Google的三國時代，預估對台灣代工業者有中期利益。另外，金融類股則可留意在中國拓展事業版圖與積極承作業務的相關類股。,"[['臺股企業獲利可望', '有', '15%成長'], ['他', '建議', '電子股佈局押蘋果供應鏈'], ['電子股佈局', '押', '蘋果供應鏈'], ['施羅德投信', '指出', '臺股投資重點聚焦四大重點'], ['臺股投資重點', '聚焦', '四大重點'], ['陳朝燈', '指出', '經濟數據表現顯示景氣已有回溫趨勢'], ['經濟數據表現', '顯示', '景氣已有回溫趨勢'], ['景氣', '已有', '回溫趨勢'], ['增率', '達', '5.85%'], ['臺股評價', '處於', '均值附近'], ['等裝置', '是', '投資標的'], ['等裝置是投資標的', '值得', '留意'], ['陳朝燈', '說', '關注新產品'], ['陳朝燈', '認爲', '預估有中期利益'], ['金融類股', '留意', '拓展相關類股']]"
0,20130115_18,挺宏達電！周永明12月持股再加碼  王雪紅明天下午現身首映會宏達電()執行長周永明去年12月再加碼宏達電持股100張，自去年8月以來累計加碼達408張，以去年12月均價279.52元估算，周永明斥資了近2795萬元，持續力挺自家公司。周永明去年8月以來都持續加碼，董事長王雪紅自去年6月加碼持股後，就未再進場。不過王雪紅明天將出席Catchplay院線強片《浩劫奇蹟》(The Impossible)首映會，這將是王雪紅今年首度公開露面，外界將聚焦她對今年的展望市場看好宏達電在5吋蝴蝶機和DAN Driod熱銷下，愈估首季出貨季增約5％。摩根士丹利證券出具報告表示，宏達電新旗艦款M7，據了解，已在去年第4季底生產，預估今年1-2月可望有小量出貨。,"[['王雪紅', '首映', '100張持股'], ['執行長', '加碼', '宏達電'], ['周永明', '斥資', '近2795萬元'], ['王雪紅', '出席', '首映會'], ['這', '是', '王雪紅露面'], ['外界', '聚焦', '她'], ['出具報告', '表示', '新旗艦款M7生產']]"
0,20130115_19,華信投顧盤後－先標對錯◆盤勢分析股市你可以滿腹經綸的進場，也可以靠卜卦進場，沒有人會笑你，因為我曾說過股市某種程度上需要天賦。既然股市操作需要某種程度上的天賦，那麼股市操作中只要對的請勇敢。目前太多人希望宏達電跌，至少從融券的角度而言是如此，但我重申一些操作概念供各位參考，「買進股票先標對或錯」，無論你抱著何種看法進入股市，一但成交之後，先標對或錯，如同當宏達電1300元跌至191元為止，你作多就是錯；反之，191元漲至今日，你作多就是對。所以股市中我們不必滿腹經綸，而是要知道自己的能耐是有極限的，因此進場後，對就勇敢持有等出場點；錯就無言，無須爭論只需停損出場，這就是操作。回到盤面，電子股仍是盤面弱勢，但是生技、太陽能及中概股亦不強，這也是每年接近農曆年封關前的特色，因為慢慢的因為部份中小型股出現結帳現象，要出現中小型股全面齊漲的情況將不復以往。因此越接近農曆年，外資主導大盤的力道越強，因此短現選股可偏重非蘋果供應鏈為主。蔡萬得分析師★ 此研究報告著作權屬華信證券投資顧問股份有限公司，切勿盜用或翻印，否則追究責任，決不寬貸★ 所有資料僅供參考，本公司不負盈虧責任,"[['沒有人', '笑', '你'], ['股市操作', '需要', '某種程度上天賦'], ['對的', '請', '勇敢'], ['太多人', '希望', '宏達電跌'], ['我', '重申', '操作概念供各位參考'], ['操作概念', '供', '各位參考'], ['你', '抱著', '何種看法'], ['你作多', '就是', '錯'], ['你作多', '就是', '對'], ['自己能耐', '是', '有極限的'], ['這', '就是', '操作'], ['這', '也是', '接近農曆年封關前特色'], ['每年', '接近', '農曆年封關前'], ['部份中小型股', '出現', '結帳現象'], ['外資', '主導', '大盤'], ['外資', '主導', '大盤'], ['此研究報告著作', '權屬', '華信證券投資顧問股份有限公司'], ['所有資料', '僅供參考', '不負盈虧責任']]"
0,20130115_20,華信投顧盤後－先標對錯◆盤勢分析股市你可以滿腹經綸的進場，也可以靠卜卦進場，沒有人會笑你，因為我曾說過股市某種程度上需要天賦。既然股市操作需要某種程度上的天賦，那麼股市操作中只要對的請勇敢。目前太多人希望宏達電跌，至少從融券的角度而言是如此，但我重申一些操作概念供各位參考，「買進股票先標對或錯」，無論你抱著何種看法進入股市，一但成交之後，先標對或錯，如同當宏達電1300元跌至191元為止，你作多就是錯；反之，191元漲至今日，你作多就是對。所以股市中我們不必滿腹經綸，而是要知道自己的能耐是有極限的，因此進場後，對就勇敢持有等出場點；錯就無言，無須爭論只需停損出場，這就是操作。回到盤面，電子股仍是盤面弱勢，但是生技、太陽能及中概股亦不強，這也是每年接近農曆年封關前的特色，因為慢慢的因為部份中小型股出現結帳現象，要出現中小型股全面齊漲的情況將不復以往。因此越接近農曆年，外資主導大盤的力道越強，因此短現選股可偏重非蘋果供應鏈為主。蔡萬得分析師★ 此研究報告著作權屬華信證券投資顧問股份有限公司，切勿盜用或翻印，否則追究責任，決不寬貸★ 所有資料僅供參考，本公司不負盈虧責任,"[['沒有人', '笑', '你'], ['股市操作', '需要', '某種程度上天賦'], ['對的', '請', '勇敢'], ['太多人', '希望', '宏達電跌'], ['我', '重申', '操作概念供各位參考'], ['操作概念', '供', '各位參考'], ['你', '抱著', '何種看法'], ['你作多', '就是', '錯'], ['你作多', '就是', '對'], ['自己能耐', '是', '有極限的'], ['這', '就是', '操作'], ['這', '也是', '接近農曆年封關前特色'], ['每年', '接近', '農曆年封關前'], ['部份中小型股', '出現', '結帳現象'], ['外資', '主導', '大盤'], ['外資', '主導', '大盤'], ['此研究報告著作', '權屬', '華信證券投資顧問股份有限公司'], ['所有資料', '僅供參考', '不負盈虧責任']]"
0,20130115_21,華信投顧盤後－盤勢模糊短線操作應對◆盤勢分析今天台灣股市無法像昨天一樣的抗跌，主要原因有二：一）.蘋果股價創下去年二月以來新低；昨晚蘋果股價雖然勉強收在501美元，但盤中一度跌破500美元，創下十個越來的新低，而且根據外資研究報告顯示，蘋果對Iphone5的零組件廠商砍單，導致今天以鴻海為首的蘋果概念股出現重挫走勢。在過去這幾年，蘋果概念股始終是台灣股市盤面的領導者，也是市場的重心，因此，一旦蘋果概念股走勢疲弱，在沒有另外一個能夠等量齊觀的族群起而接棒的情況下，大盤頓失重心，當然就無力抵擋賣壓了。二）.止貶反彈以及韓國股市重挫；過去這一年多以來，台灣和韓國股市的走勢始終亦步亦趨，最主要的原因在於，外資在台、韓股市是採取同步進出的操作模式，因此一旦韓國股市重挫，對於市場心理，尤其是三大法人，立刻形成沈重壓力。其次，近期以來，台、韓股市始終和呈現逆勢走勢，也就是說，回貶，台、韓股市往往因為外資的流入而反彈；反之，每當止貶反彈，外資就會自台、韓撤出，因而造成台、韓股市的回檔。雖然今天大盤如預期收黑K，但跌幅卻超過我們的預期，純粹自技術面看，明天繼續收黑的可能性是比較高的，但是只要量能不失控，而且尾盤又能收腳留下影線，週四大盤還是有機會止跌反彈的機會。不過，在盤勢模糊的情況下，我們將以短線操作應對，直到盤勢確立後，才會再度執行波段操作。李永年分析師★ 此研究報告著作權屬華信證券投資顧問股份有限公司，切勿盜用或翻印，否則追究責任，決不寬貸★ 所有資料僅供參考，本公司不負盈虧責任,"[['短線操作', '應對', '盤勢'], ['臺灣股市', '抗', '跌'], ['主要原因', '有', '二'], ['蘋果股價', '創下', '去年二月以來新低'], ['蘋果砍單', '導致', '蘋果概念股出現重挫走勢'], ['蘋果概念股', '出現', '重挫走勢'], ['蘋果概念股', '是', '臺灣股市盤面領導者'], ['在', '沒有', '接棒'], ['主要原因', '在於', '臺股市採取操作模式'], ['臺股市', '採取', '操作模式'], ['三大法人', '形成', '沈重壓力'], ['臺韓股市', '呈現', '逆勢走勢'], ['大盤', '收', '黑K'], ['跌幅', '超過', '我們預期'], ['繼續', '收', '黑'], ['收黑可能性', '是', '高的'], ['週四大盤', '收', '有機會'], ['此研究報告著作', '權屬', '華信證券投資顧問股份有限公司'], ['所有資料', '僅供參考', '不負盈虧責任']]"
