,News,All,SVO
0,20130315_10,"本週上市公司市值達22.13兆元，以電子零組件類股漲幅3.06%為最大。根據臺灣證券交易所統計，民國102年3月15日全體上市公司市場總值為22兆1,284.07億元，較上週(102年3月8日)市值22兆3,768.14億元減少2,484.07億元，減幅約為1.11﹪。各產業類股市值變動，本週電子零組件類股市值為8,605.59億元，較上週(102年3月8日) 8,350.08億元增加255.51億元，漲幅3.06%為最大；另電器電纜類股本週市值為859.92億元，較上週(102年3月8日) 895.14億元減少35.22億元，跌幅3.93%最大。","[['上市公司市值', '達', '22.13兆元'], ['上市公司市場總值', '爲', '1'], ['768.14億元', '減少', '2'], ['484.07億元減幅', '爲', '1.11﹪'], ['電子零組件類股市值', '爲', '8'], [' 8350.08億元', '增加', '255.51億元'], ['漲幅', '爲', '最大'], ['電器股本週市值', '爲', '859.92億元'], ['102年3月8日895.14億元', '減少', '35.22億元']]"
0,20130315_11,"本日(15)證券商申報客戶違約買賣總計金額234,500元，買進、賣出相抵後金3,000元。本日(15)證券商申報客戶違約買賣總計金額234,500元，買進、賣出相抵後金3,000元。","[['15證券商', '申報', '234'], ['15證券商', '申報', '234']]"
0,20130315_12,"本週發行量加權股價指數跌幅約為1.09% ，產業別指數方面，以電子零組件類指數漲幅最大。根據臺灣證券交易所統計，民國102年3月15日收盤發行量加權股價指數為7,927.49點，較上週(102年3月8日)的8,015.14點下跌87.65點，跌幅約為1.09%，台灣50指數收盤為5,520.24點，較上週的5,588.73點下跌68.49點，跌幅約為1.23%。產業別指數方面，漲幅以電子零組件類指數上漲2.98%為最大，跌幅以水泥類指數下跌3.88%為最大，未含金融類指數下跌63.58點，跌幅約為0.94%，未含電子類指數下跌228.97點，跌幅約為1.85%，未含金融電子類指數下跌194.10點，跌幅約為1.79%。本週集中交易市場總成交金額為4,409.09億元，全體上市股票成交金額為4,265.96億元，股票成交量週轉率為2.01%，各產業上市股票交易情形如下：成交金額前三名為：　第一名，光電類787.18億元，占全體上市股票交易金額18.45%第二名，半導體類783.97億元，占全體上市股票交易金額18.38%第三名，金融保險類551.12億元，占全體上市股票交易金額12.92%成交量週轉率前三名產業為：第一名，光電類5.94%第二名，生技醫療類3.11%第三名，電子零組件類2.56%累計今年年初開盤迄今共46營業日，集中市場總成交金額為3兆8,232.21億元，市場日平均成交金額為831.13億元，股票成交量週轉率為16.89%，股票日平均成交量週轉率為0.37%。(以上成交資料不包含本週最後交易日鉅額交易之成交資料)","[['加權股價指數跌幅', '爲', '1.09% '], ['收盤發行量加權股價指數', '爲', '7'], ['跌幅', '爲', '1.09%'], ['50指數收盤', '爲', '5'], ['跌幅', '爲', '1.23%'], ['漲幅', '爲', '最大'], ['跌幅', '下跌', '3.88%'], ['跌幅', '爲', '0.94%'], ['電子類指數', '下跌', '228.97點'], ['跌幅', '爲', '1.79%'], ['總成交金額', '爲', '4'], ['全體上市股票成交金額', '爲', '4265.96億元'], ['股票成交量週轉率', '爲', '2.01%'], ['集中市場總成交金額', '爲', '232.21億元8'], ['成交金額', '爲', '831.13億元'], ['平均成交量週轉率', '爲', '0.37%'], ['成交資料', '包含', '成交資料']]"
0,20130315_13,首檔花卉股！台灣蘭業簽輔導契約 5月登興櫃台灣蘭業今(15)日與康和證券簽訂股票上市櫃輔導契約，預計今年5月登錄興櫃，成為國內第一檔花卉股票。台灣蘭業成立於2009年，董事長許能舜曾為新北市規劃「一鄉一特色」的城市行銷策略，更成功帶起客家桐花季的觀光熱潮，並與蘭花博士吳柏宏共同創立台蘭，目標是建立台蘭成為國際性品牌。台蘭提出的「先建後租」溫室計畫，以精準的設定，控制蘭花栽種環境，保持作物質與量的穩定性。並以多角化經營方式，提升每株蘭花的效益，並跨足文化創意產業，利用專利電鑄技術把包覆在蘭花上，成為可永久保存的蘭花，甚至設計蘭花家居生活用品、襯衫、公仔等精緻周邊商品。台灣蘭業創立的保養品牌「AMABILIS」是台灣原生蝴蝶蘭的學名，藉由不斷的解密，終於找到蘭花不凋的祕密，那就是「Aquagenii」、「Crystal Nectar」、「Recode23」，此3項專利成分將改變全球保養品長期以來無法跳脫大量使用化學成分的宿命，在全球化妝品產業是一大創新。而「AMABILIS」5大系列產品，蘭晶淨透系列、蘭沁水活凝萃系列、蘭皙璀璨煥白系列、蘭胚DNA傳導密碼系列及光感女神系列，已於3月起開始陸續於全台各大百貨公司上市。目前台灣蘭業在蘭花生物科技園區內興建蘭花城堡、蘭花公園，蘭花夢想工廠及水晶宮等，創造園區的觀光價值，順利把精緻農業、生物科技、文化創意、觀光旅遊四大新興產業一口氣結合，並行發展。為達營運擴充以及永續經營目標，台蘭已規劃朝台灣資本市場發展，並於今日與康和證券簽訂股票上市櫃輔導契約。,"[['臺灣蘭業', '成立於', '2009年'], ['董事長許能舜', '帶', '觀光熱潮'], ['目標', '是', '建立臺蘭'], ['溫室計劃', '控制', '蘭花栽種環境'], ['保養品牌AMABILIS', '是', '臺灣原生蝴蝶蘭學名'], ['那', '就是', 'Aquagenii'], ['專利成分', '改變', '使用化學成分宿命'], ['大量', '使用', '化學成分'], ['5大系列產品', '開始', '上市'], ['臺灣蘭業', '興建', '等城堡'], ['臺蘭', '規劃', '發展']]"
0,20130315_14,首檔花卉股！台灣蘭業簽輔導契約 5月登興櫃台灣蘭業今(15)日與康和證券簽訂股票上市櫃輔導契約，預計今年5月登錄興櫃，成為國內第一檔花卉股票。台灣蘭業成立於2009年，董事長許能舜曾為新北市規劃「一鄉一特色」的城市行銷策略，更成功帶起客家桐花季的觀光熱潮，並與蘭花博士吳柏宏共同創立台蘭，目標是建立台蘭成為國際性品牌。台蘭提出的「先建後租」溫室計畫，以精準的設定，控制蘭花栽種環境，保持作物質與量的穩定性。並以多角化經營方式，提升每株蘭花的效益，並跨足文化創意產業，利用專利電鑄技術把包覆在蘭花上，成為可永久保存的蘭花，甚至設計蘭花家居生活用品、襯衫、公仔等精緻周邊商品。台灣蘭業創立的保養品牌「AMABILIS」是台灣原生蝴蝶蘭的學名，藉由不斷的解密，終於找到蘭花不凋的祕密，那就是「Aquagenii」、「Crystal Nectar」、「Recode23」，此3項專利成分將改變全球保養品長期以來無法跳脫大量使用化學成分的宿命，在全球化妝品產業是一大創新。而「AMABILIS」5大系列產品，蘭晶淨透系列、蘭沁水活凝萃系列、蘭皙璀璨煥白系列、蘭胚DNA傳導密碼系列及光感女神系列，已於3月起開始陸續於全台各大百貨公司上市。目前台灣蘭業在蘭花生物科技園區內興建蘭花城堡、蘭花公園，蘭花夢想工廠及水晶宮等，創造園區的觀光價值，順利把精緻農業、生物科技、文化創意、觀光旅遊四大新興產業一口氣結合，並行發展。為達營運擴充以及永續經營目標，台蘭已規劃朝台灣資本市場發展，並於今日與康和證券簽訂股票上市櫃輔導契約。,"[['臺灣蘭業', '成立於', '2009年'], ['董事長許能舜', '帶', '觀光熱潮'], ['目標', '是', '建立臺蘭'], ['溫室計劃', '控制', '蘭花栽種環境'], ['保養品牌AMABILIS', '是', '臺灣原生蝴蝶蘭學名'], ['那', '就是', 'Aquagenii'], ['專利成分', '改變', '使用化學成分宿命'], ['大量', '使用', '化學成分'], ['5大系列產品', '開始', '上市'], ['臺灣蘭業', '興建', '等城堡'], ['臺蘭', '規劃', '發展']]"
0,20130315_15,台灣晶技自結1-2月每股稅前賺0.48元 下修Q1營收台灣頻率元件龍頭廠商台灣晶技() 2013年2月合併營收下滑到6.46億元，而在生產及銷售不具經濟規模之下，今天公布2013年2月稅前盈餘只有4301萬元；累計2013年1-2月稅前盈餘1.49億元，依台灣晶技30.98億元股本計算，每股稅前盈餘0.48元。在進入年初的電子產業淡季之後，台灣晶技原即對於2013年第1季的營收有保守的預估，晶技原預估第1季的合併營收比2012年第4季創新高的29.9億元下滑10-15%，但近期則再度下修到較第4季下滑15-20%。台灣晶技2013年1月合併營收8.48億元，2月下滑到6.46億元；同時，依其目前的接單及出貨進度預估，3月合併營收大致僅能維持與1月相同的8.48億元；如此一來，2013年首季合併營收落點將在23.7億元，只與去年第1季的23.9億元合併營收相當，但將較去年第4季的29.9億元下滑約20%。台灣晶技2012年全年合併營收109.31億元、稅前盈餘13.1億元，每股稅前盈餘達4.23元；其營收及獲利雙雙改寫歷史新高；台灣晶技將於3月25日召開董事會承認去年財報。台灣晶技的手機用頻率元件已打入韓國三星的智慧型手機供應鏈，同時，三星手機出貨數量在2013年也訂下高成長的目標，這對於通吃宏達電()、蘋果及三星手機頻率元件的台灣晶技則呈現有利局面，也讓台灣晶技積極擴充在台的小型化元件生產線。同時，在晶技頻率元件產品應用端而言，包含蘋果平板的手機應用在去年已占營收比重39%，晶技在今年仍然對於中國智慧型手機崛起帶動的效應仍十分看好。台灣晶技也是聯發科()、晨星及展訊的手機晶片的頻率元件搭配廠商，在聯發科以高效能且低廉的晶片價格席捲中國智慧型手機市場同時，也讓台灣晶技高度看好今年對中國智慧型手機的頻率元件出貨數量。晶技歷史走勢圖,"[['稅前', '賺', '0.48元'], ['下', '修', '頻率元件'], ['臺灣晶技合併營收', '下滑到', '6.46億元'], ['生產', '不具', '經濟規模'], ['銷售', '不具', '經濟規模'], ['稅前盈餘', '只有', '4301萬元'], ['在', '進入', '年初'], ['臺灣晶技原', '有', '保守預估'], ['合併營收', '維持', '相同8.48億元'], ['合併營收', '在', '23.7億元'], ['臺灣晶技', '召開', '董事會'], ['用頻率元件', '打入', '手機供應鏈'], ['出貨數量', '訂', '高成長目標'], ['對於', '通喫', ')宏達電'], ['這', '呈', '現有利局面'], ['，', '包含', '蘋果平板'], ['包含蘋果平板手機應用', '佔', '營收比重39%'], ['臺灣晶技', '也是', '頻率元件搭配廠商']]"
0,20130315_16,HTC ONE供貨無虞 宏達電：寧可量不足被罵 也要品質擺第一三星(005930-KR)Galaxy S4 4月將壓境搶市，市場傳出擔憂宏達電()新HTC ONE供貨的疑慮，宏達電行銷長何永生表示，供貨其實無慮，但宏達電將品質排第一，能被市場罵供貨不多，好過因品質疑慮受影響，先做好品質，量再補齊。針對新HTC One部分零組件傳出良率偏低、造成供貨阻礙問題，何永生表示，宏達電宣布3月中旬至3月底左右供貨，目前仍努力做到供貨正常，但倘若要犧牲品質，宏達電寧願以品質為重，因為品質絕對比花錢打廣告還要重要。何永生指出，手機廠商都知道這次新HTC ONE零組件能夠提供宏達電新相機Ultrapixl的廠商確實不多，但他認為，如果宏達電要翻身再起，就必須要突破，而突破自然伴隨挑戰，但宏達電不怕挑戰。何永生強調，對他而言，品質排第一，不能犧牲，寧願被市場和消費者罵，也不要讓宏達電因為品質被罵。其實宏達電也可拚命供貨，不過消費者一旦拿到品質不好的手機，投入多少廣告費用下去也沒有用，供貨量是重要，但最主要的仍是品質，這次將會質量兼重。。此外，台灣NCC剛通過認證兩款Desire P、Desire Q中低階手機，何永生說明，宏達電除了後續會再推出one系列機款，也會兼顧市場中低階手機的需求，預估第2季前，產品會和電信商合作、同步發表中低階機款。對手機廠而言，雖然量是很重要，但同時也會兼顧獲利表現。宏達電歷史走勢圖,"[['寧可量', '不足', '罵'], ['品質', '擺', '第一三星'], ['品質', '擺', '第一三星'], ['GalaxyS4', '搶', '市'], ['市場', '傳出', '宏達電行銷長何永生表示'], ['宏達電將品質', '排', '第一'], ['何永生', '表示', '宏達電宣佈供貨'], ['宏達電', '宣佈', '供貨'], ['宏達電', '犧牲', '品質'], ['何永生', '指出', '手機廠商知道HTC ONE零組件提供新相機Ultrapixl廠商'], ['手機廠商', '知道', 'HTC ONE零組件提供新相機Ultrapixl廠商'], ['HTC ONE零組件', '提供', '新相機Ultrapixl廠商'], ['他', '認爲', '宏達電不怕挑戰'], ['宏達電', '不怕', '挑戰'], ['何永生', '強調', '讓'], ['品質', '排', '第一'], ['消費者', '拿到', '不好手機'], ['供貨量', '是', '重要'], ['主要的', '仍是', '品質'], ['何永生', '說明', '兼顧低階手機需求'], ['宏達電', '推出', 'one系列機款']]"
0,20130315_17,智慧機行銷戰開火！宏達電戰術升級 側攻數位族群三星Galaxy S4美國風光上市，宏達電（2498-TW）不甘示弱，在三星發表會外場外邀約民眾進行 HTC One 體驗，而且現場還發放「舊換新」100 美元折價券，嗆聲搶市意味濃。宏達電行銷長何永生更表示，宏達電行銷不灑錢。三星Galaxy S4在紐約紐約曼哈頓的 Radio City Music Hall 進行新機發表會，媒體直擊，宏達電主動出擊在 S4 發表會場外邀約民眾進行 HTC One 親身體驗，而且現場還發放「舊換新」100 美元折價券，憑券上官網登記購買 One 就可折價 100 美元，宏達電的主動出擊吸引不少場邊外國科技媒體注意與報導。宏達電行銷漲何永生表示，以他個人看法，目前看來競爭對手規格應用其實是沒有什麼大突破，仍看好宏達電新HTC ONE，HTC ONE投入相當多的投資和新功能，因此仍非常有信心。三星從去年到今年持續投入相關行銷預算，Galaxy S4時代廣場成功引爆話題，宏達電雖然力拚行銷，不過仍有相當差距，何永生指出，的確還是有差距，宏達電和其他廠商策略不同，行銷將會更聚焦，目前已鎖定對智慧機、電腦和電信產品相當理解的族群，這樣的族群全球有11億人口這樣龐大。行銷不是灑大錢，何永生強調，宏達電行銷費用不會像其他廠商那樣灑錢，由於這樣數位族群需求特性，不太靠傳統廣告，這樣族群會自己上網傳產品和資訊，因此今年行銷會很注重數位方面，將投入足夠的費用，像是社交網路、電子報等下廣告，積極影響這樣的族群。,"[['宏達電戰術', '升級', '美國風光上市'], ['宏達電行銷長何永生', '表示', '宏達電行銷灑錢'], ['宏達電行銷', '灑', '錢'], ['三星GalaxyS4', '進行', '新機發表會'], ['主動出擊', '吸引', '科技媒體注意'], ['漲何永生', '表示', '競爭對手規格應用沒有什麼大突破'], ['競爭對手規格應用', '沒有', '什麼大突破'], ['HTC ONE宏達電新HTC', '投入', '多投資'], ['三星', '投入', '行銷預算'], ['宏達電', '行銷', 'S4時代廣場引爆話題'], ['何永生', '指出', '有差距'], ['這樣族羣全球', '有', '龐大'], ['行銷', '不是', '灑大錢'], ['何永生', '強調', '宏達電行銷費用灑錢'], ['這樣族羣', '會', '自己'], ['行銷', '注重', '數位方面']]"
0,20130315_18,群聯去年淨利再創高 EPS 15元 每股擬配8元現金FLASH控制IC群聯()今(15)日公布去年財報，去年稅後淨利為26.95億元，年增 3 %，再創歷史新高，每股稅後盈餘為15元，群聯也通過去年盈餘配發，每股擬配 8 元現金股利，以今日群聯收盤價計算，現金殖利率約3.4%。群聯去年受惠FLASH市場秩序穩定，加上行動裝置需求推升，帶動FLASH景氣走揚，全年營收為330.8億元，較2011年微幅增加2.28%，毛利率為15.2%，較2011年14%增加1.18個百分點，營業淨利為31.85億元成長15.58%，營益率為9.63%，較2011年8.5%也增加1.11個百分點，稅前淨利為30.64億元，稅後淨利為26.95億元，年增 3 %，再創歷史新高，每股稅後盈餘為15元。群聯第 4 季營運進入修正，營收為81.27億元，季減6.5%，毛利率為15.1%，較第 3 季略減2.36個百分點，營益率為8.9%，較第 3 季也下滑2.47個百分點，稅前淨利6.75億元，稅後淨利5.97億元，季減27.36%，每股稅後盈餘為3.27元。群聯董事會也通過去年股利政策，每股擬配發 8 元現金股利，以3/15收盤價計算，現金殖利率約3.4%。,"[['每股', '配', '現金FLASH控制'], ['擬', '配', '現金FLASH控制'], ['稅後淨利', '爲', '26.95億元'], ['每股稅後盈餘', '爲', '15元'], ['全年營收', '爲', '330.8億元'], ['毛利率', '爲', '2.28%'], ['營益率', '爲', '9.63%'], ['稅後盈餘', '爲', '15元'], ['營收', '爲', '81.27億元'], ['季', '減', '6.5%'], ['較第3季略', '爲', '15.1%'], ['營益率', '爲', '8.9%'], ['較第3季', '下滑', '2.47個百分點'], ['季', '減', '27.36%'], ['稅後盈餘', '爲', '3.27元'], ['每股', '擬', '配8元現金股利']]"
0,20130315_19,"對抗微利甩通膨 中國人壽推利變養老險臺灣保險覆蓋率居世界之冠，平均每人擁有2張以上保單。除了定期儲蓄之外，保險也是民眾十分青睞的退休規劃及資產配置的工具。中國人壽()推出對抗微利甩通膨的利變養老險，訴求壽險保障、滿期金加上每月增值回饋分享金。中國人壽副總經理洪祝瑞表示，市面上適合做為退休規劃的保險商品種類繁多，針對不同的族群，都有相對應的保險商品能夠滿足他們退休規劃的需求。如小資族可以考慮按月分期繳的商品，以時間換取空間，提前做好退休規劃準備；屆臨退休的準退休族可以考慮躉繳養老險，以健全退休生活的保障。洪祝瑞指出，民眾對於按月領取的月配息投資型保單、月配息債券型基金等，向來情有獨鍾，市場詢問度也居高不下，近來這股風潮也慢慢吹向傳統型商品。民眾在做退休規劃及資產配置時，除了擔心投資風險外，也擔心通膨會吃掉辛苦累積的積蓄，利率變動型壽險具有傳統型保險的保障，又享有宣告利率帶來的增值回饋分享金，可以每月領取的利益，很適合手邊有一筆資金的準退休族以保守穩健的方式來做好退休規劃。洪祝瑞進一步強調，選擇利率變動型壽險，應先了解該保險商品的預定利率及宣告利率外，也需要進一步了解增值回饋分享金的給付模式及頻率，是按月或按年、以現金給付或是可以儲存生息等；最後則是要注意是否有其他加值服務。以「中國人壽月月沛利率變動型養老保險」為例，一次躉繳即享有保險期間7年的壽險保障外，保險期間期滿生存還可領回滿期保險金。更重要的是這7年的保險期間每月都有機會領到增值回饋分享金，給付方式也可自由選擇按月以現金給付方式給要保人，或是按各保單年度之宣告利率，以年複利方式儲存生息。另外，還可附加航空意外保障，讓保障升級更加完整。「中國人壽月月沛利率變動型養老保險」以計價，可免去匯率風險，除了同時滿足壽險保障、滿期保險金，又能夠有機會每月領取增值回饋分享金，不擔心未來因景氣變動、通膨等因素而導致資產受到損失。以50歲男性為例，手邊剛好有一筆資金，希望用做退休規劃，投保「中國人壽月月沛利率變動型養老保險」，躉繳(下同)300萬元，保險期間的保障除了有一般壽險保額3,108,808元外，還可以附加航空意外保障，且每月都有機會領到增值回饋分享金，假設宣告利率皆維持在2.72%不變情況下，增值回饋分享金給付方式有每月現金給付或是儲存生息等2種選擇，以選擇現金給付方式下，在7年間每月約可領3761~4021元。總計7年下來有機會領回326,712元的增值回饋分享金，保險期間期滿生存還可領回滿期保險金3,108,808元，是理想的退休規劃保險產品之一。","[['每人', '擁有', '2張以上保單'], ['保險', '也是', '退休規劃工具'], ['中國人壽', '推出', '對抗通膨的利變養老險'], ['副總經理洪祝瑞', '表示', '繁多'], ['市面上適合', '做爲', '退休規劃'], ['保險商品', '滿足', '他們退休規劃需求'], ['小資族', '考慮', '繳商品'], ['退休生活保障', '屆臨', '退休'], ['屆臨退休準退休族', '考慮', '躉繳'], ['屆臨退休準退休族', '考慮以', '健全退休生活保障'], ['民衆', '指出', '情有獨鍾'], ['在', '做', '退休規劃'], ['除了', '擔心', '投資風險'], ['通膨會', '喫掉', '辛苦積蓄'], ['利率變動型壽險', '具有', '傳統型保險保障'], ['手邊', '有', '一筆資金'], ['手邊', '有', '一筆資金'], ['準退休族', '做好', '退休規劃'], ['洪祝瑞', '強調', '需要了解給付模式'], ['躉繳', '享有', '壽險保障'], ['即', '享有', '壽險保障'], ['更重要的', '是', '領到分享金'], ['給付方式', '選擇', '保人'], ['手邊', '有', '一筆資金'], ['保險期間保障', '附加', '有機會'], ['分享金給付方式', '有', '2種選擇']]"
0,20130315_20,"倫元投顧盤後－利多頻頻鈍化,失守月線邁向季線◆盤勢分析回顧上週操作規劃：當週ＫＤ持續高檔鈍化，指數不可利空重挫，下週以7920月線為支撐，偏多操作。隨著週一指數創高，就將支撐上移至7950~7980作為觀察區，週二開始到今天，每天盤中往下測月線的賣壓相當大，屢屢接近後就急速反彈上拉，今天更在十點左右殺破月線到7929點後，再急拉回平盤上，振盪異常大，可見全市場的投資人有多重視7950點這個多空分水嶺。但最後尾盤在權值股賣出下，終於還是跌破月線以7927點作收，成交量放大到925億元，屬價跌量增的空方攻擊盤。上週說週KD鈍化只能上不能下，週五收破月線，週KD也約略出現小死亡交叉，就這樣的交叉，仍未足定斷下週必大跌，但您應放在心中的是再往下挫時，就會看到較大的死亡交叉開口，那麼整理約需3~5週哦，以目前亞股不管是韓國、港股或都在季線上下，台股回測季線的壓力已加大。吳銘哲分析師★ 此研究報告著作權屬倫元證券投資顧問(股)公司，切勿盜用或翻印，否則追究責任，決不寬貸★ 所有資料僅供參考，本公司不負盈虧責任","[['失守月線', '邁向', '季線'], ['全市場投資人', '有多重視', '多空分水嶺'], ['周KD', '出現', '小死亡交叉'], ['您', '放在', '心中'], ['應', '放在', '心中'], ['您放在心中的', '是', '看到死亡開口'], ['亞股', '是', '韓國'], ['臺股', '回測', '季線'], ['臺股', '回測', '季線'], ['所有資料', '僅供參考', '不負盈虧責任']]"
